Birth Card,AGE,Mercury,Venus,Mars,Jupiter,Saturn ,Uranus,Neptune,LONG RANGE,PLUTO,RESULT,SUPPORT,DEVELOPMENT
5♣,5,8♥,K♥,K♣,A♥,5♥,3♠,3♦,J♥,A♦,9♠,9♦,J♣
5♣,6,J♦,Q♦,A♥,6♠,10♦,A♦,10♥,9♦,6♦,10♠,5♦,J♦
5♣,7,7♦,9♣,2♣,10♠,6♥,A♠,6♠,K♦,6♣,Q♣,3♣,3♠
5♣,8,J♣,Q♦,10♠,Q♠,10♣,J♠,A♠,J♦,3♣,9♠,K♦,6♦
5♣,9,3♥,A♣,A♥,2♠,7♥,8♥,J♠,7♦,J♦,8♣,7♠,9♣
5♣,10,10♥,3♠,K♠,10♠,A♣,Q♥,5♥,J♠,8♥,2♣,8♥,Q♥
5♣,11,7♥,K♥,A♥,A♦,9♥,K♦,J♥,3♣,6♥,10♦,7♥,10♠
5♣,12,8♥,7♣,A♦,4♠,8♦,6♥,4♦,8♦,J♣,K♠,A♠,4♥
5♣,13,7♠,J♦,4♠,9♣,Q♥,2♠,A♠,10♥,6♣,5♦,2♣,4♠
5♣,14,5♠,K♠,3♠,A♣,J♦,3♦,K♥,8♠,2♠,10♦,K♥,10♣
5♣,15,8♣,3♣,6♥,7♥,10♥,10♠,3♠,A♠,6♦,8♠,9♠,J♠
5♣,16,A♦,4♦,7♥,2♦,Q♣,7♣,10♠,A♦,8♥,Q♦,6♠,7♣
5♣,17,K♠,10♥,2♥,5♠,5♦,2♠,6♣,K♣,7♣,8♦,2♠,8♦
5♣,18,2♣,A♥,Q♠,10♣,9♣,A♠,5♦,6♦,6♠,Q♥,K♣,Q♠
5♣,19,3♠,5♠,10♥,A♥,K♣,10♦,A♠,4♥,7♦,3♦,8♠,10♦
5♣,20,7♠,6♣,A♥,4♠,10♣,7♦,2♠,J♠,J♥,7♥,6♣,Q♣
5♣,21,2♥,4♣,8♥,2♦,3♥,4♥,4♠,J♥,9♥,K♣,2♦,3♥
5♣,22,5♥,10♦,2♦,7♣,9♠,9♥,5♦,J♦,8♦,Q♦,A♦,A♥
5♣,23,Q♠,A♦,J♠,6♠,7♦,3♣,7♣,K♣,9♦,K♣,A♥,A♦
5♣,24,7♠,8♣,6♠,7♥,6♣,9♦,4♦,A♣,6♥,4♣,3♥,2♦
5♣,25,10♥,9♠,7♥,K♦,K♠,Q♦,2♥,2♠,9♦,K♥,Q♣,6♣
5♣,26,Q♦,3♦,J♠,Q♣,4♥,8♠,9♥,7♥,8♥,4♠,10♦,8♠
5♣,27,2♦,9♠,Q♣,5♥,6♦,6♥,4♦,9♦,2♠,2♣,Q♠,K♣
5♣,28,3♠,3♦,5♥,K♣,K♥,7♥,K♠,J♠,3♣,A♣,8♦,2♠
5♣,29,8♠,9♠,A♠,K♠,K♦,2♥,7♠,A♥,K♣,7♣,7♣,6♠
5♣,30,2♥,5♥,3♠,4♠,10♣,5♦,9♠,Q♠,8♣,A♦,J♠,9♠
5♣,31,J♦,4♥,4♠,3♣,6♠,8♣,A♥,10♦,K♣,Q♠,10♣,K♥
5♣,32,9♦,10♦,6♣,J♠,Q♦,5♠,3♣,K♦,3♦,A♦,4♠,2♣
5♣,33,5♥,9♥,J♠,J♥,3♥,3♦,A♣,3♦,6♥,10♥,4♥,A♠
5♣,34,7♦,10♣,J♥,Q♣,Q♦,2♥,3♦,7♥,5♠,9♣,10♠,7♥
5♣,35,8♥,5♦,Q♣,2♦,K♣,K♠,K♥,8♥,2♥,9♠,Q♥,8♥
5♣,36,Q♦,7♠,J♠,3♥,10♠,K♦,4♣,K♥,7♥,3♣,9♣,7♠
5♣,37,J♦,3♠,2♣,A♦,8♣,7♣,3♥,K♣,4♥,K♣,6♦,K♦
5♣,38,10♣,9♥,A♦,5♥,6♣,4♥,4♦,A♥,6♥,5♦,3♠,3♣
5♣,39,2♦,10♠,5♥,3♦,3♣,A♠,4♥,5♥,Q♠,6♦,J♦,5♦
5♣,40,Q♦,K♦,2♣,10♠,8♦,3♠,A♠,3♠,9♦,9♠,J♣,9♦
5♣,41,J♣,3♦,10♠,7♦,Q♣,6♥,A♥,3♦,9♣,4♣,10♥,Q♦
5♣,42,7♠,K♦,7♦,J♦,J♥,4♥,A♠,J♦,2♥,7♥,5♠,3♦
5♣,43,5♥,8♠,8♦,8♣,Q♥,J♠,J♦,Q♦,3♥,2♠,4♦,6♥
5♣,44,6♣,7♣,8♣,9♣,10♣,J♣,Q♣,A♥,K♣,A♦,5♥,4♣
5♣,45,3♦,A♠,7♥,9♥,5♠,J♥,9♣,6♠,9♠,A♣,5♣,5♣
5♣,46,K♦,J♦,9♥,J♠,3♣,8♦,10♥,10♦,5♦,8♥,4♣,5♥
5♣,47,8♠,A♠,A♦,K♣,6♦,4♥,J♠,A♦,K♠,10♦,6♥,4♦
5♣,48,J♥,J♦,K♣,2♥,2♠,7♥,9♦,10♥,Q♦,3♥,3♦,5♠
5♣,49,J♠,A♥,Q♠,10♦,K♦,3♦,7♥,7♦,5♠,7♦,Q♦,10♦
5♣,50,8♥,K♥,K♣,A♥,5♥,3♠,3♦,9♣,A♦,9♠,9♦,J♣
5♣,51,J♦,Q♦,A♥,6♠,10♦,A♦,10♥,2♣,6♦,10♠,5♦,J♦
5♣,52,9♥,9♣,2♣,10♠,6♥,A♠,6♠,10♠,6♣,Q♣,3♣,3♠
5♣,53,J♣,Q♦,10♠,Q♠,10♣,J♠,A♠,6♥,3♣,9♠,K♦,6♦
5♣,54,3♥,2♥,A♥,2♠,7♥,8♥,J♠,A♠,J♦,8♣,7♠,9♣
5♣,55,10♥,3♠,K♠,10♠,2♥,Q♥,5♥,6♠,8♥,2♣,8♥,Q♥
5♣,56,7♥,K♥,A♥,A♦,7♦,K♦,J♥,J♣,6♥,10♦,7♥,10♠
5♣,57,8♥,7♣,A♦,4♠,8♦,6♥,4♦,Q♦,J♣,K♠,A♠,4♥
5♣,58,7♠,J♦,4♠,9♣,Q♥,2♠,A♠,10♠,6♣,5♦,2♣,4♠
5♣,59,5♠,4♠,3♠,2♥,J♦,3♦,K♥,Q♠,2♠,10♦,K♥,10♣
5♣,60,8♣,3♣,6♥,7♥,10♥,10♠,3♠,10♣,6♦,8♠,9♠,J♠
5♣,61,A♦,4♦,7♥,2♦,Q♣,7♣,10♠,J♠,8♥,Q♠,6♠,7♣
5♣,62,K♠,10♥,A♣,5♠,5♦,2♠,6♣,A♠,7♣,8♦,2♦,8♦
5♣,63,2♣,A♥,Q♠,10♣,9♣,A♠,5♦,3♥,6♠,Q♥,K♣,Q♠
5♣,64,3♠,5♠,10♥,A♥,K♣,10♦,A♠,A♣,9♥,3♦,8♠,10♦
5♣,65,7♠,6♣,A♥,4♠,10♣,9♥,2♠,A♥,J♥,7♥,6♣,Q♣
5♣,66,A♣,6♣,8♥,2♦,3♥,4♥,4♠,2♠,7♦,K♣,2♦,3♥
5♣,67,5♥,10♦,2♦,7♣,9♠,7♦,5♦,7♥,8♦,Q♦,A♦,A♥
5♣,68,Q♠,A♦,J♠,6♠,9♥,3♣,7♣,8♥,9♦,K♣,A♥,A♦
5♣,69,7♠,8♣,6♠,7♥,6♣,9♦,4♦,J♠,6♥,4♣,3♥,2♦
5♣,70,10♥,9♠,7♥,K♦,K♠,Q♦,A♣,10♥,9♦,K♥,Q♣,6♣
5♣,71,Q♦,3♦,J♠,Q♣,4♥,8♠,7♦,3♠,8♥,4♠,10♦,8♠
5♣,72,2♦,9♠,Q♣,5♥,6♦,6♥,4♠,K♠,2♠,2♣,Q♠,K♣
5♣,73,3♠,3♦,5♥,K♣,K♥,7♥,K♠,10♠,3♣,2♥,8♦,2♠
5♣,74,8♠,9♠,A♠,K♠,K♦,A♣,7♠,A♣,K♣,7♣,7♣,6♠
5♣,75,A♣,5♥,3♠,4♠,10♣,5♦,9♠,Q♥,8♣,A♦,J♠,9♠
5♣,76,J♦,4♥,4♠,3♣,6♠,8♣,A♥,5♥,K♣,Q♠,10♣,K♥
5♣,77,9♦,10♦,6♣,J♠,Q♦,5♠,3♣,7♥,3♦,A♦,4♠,2♣
5♣,78,5♥,7♦,J♠,J♥,3♥,3♦,2♥,K♥,6♥,10♥,4♥,A♠
5♣,79,9♥,10♣,J♥,Q♣,Q♦,A♣,3♦,A♥,5♠,9♣,10♠,7♥
5♣,80,8♥,5♦,Q♣,2♦,K♣,K♠,K♥,A♦,A♣,9♠,Q♥,8♥
5♣,81,Q♦,7♠,J♠,3♥,10♠,K♦,4♣,9♥,7♥,3♣,9♣,7♠
5♣,82,J♦,3♠,2♣,A♦,8♣,7♣,3♥,K♦,4♥,K♣,6♦,K♦
5♣,83,10♣,7♦,A♦,5♥,6♣,4♥,4♦,J♥,6♥,5♦,3♠,3♣
5♣,84,2♦,10♠,5♥,3♦,3♣,A♠,4♥,8♥,Q♠,6♦,J♦,5♦
5♣,85,Q♦,K♦,2♣,10♠,8♦,3♠,A♠,7♣,9♦,9♠,J♣,9♦
5♣,86,J♣,3♦,10♠,9♥,Q♣,6♥,A♥,A♦,9♣,4♣,10♥,Q♦
5♣,87,7♠,K♦,9♥,J♦,J♥,4♥,A♠,4♠,A♣,7♥,5♠,3♦
5♣,88,5♥,8♠,8♦,8♣,Q♥,J♠,J♦,8♦,3♥,2♠,4♦,6♥
5♣,89,6♣,7♣,8♣,9♣,10♣,J♣,Q♣,6♥,K♣,A♦,5♥,4♣
5♣,90,3♦,A♠,7♥,7♦,5♠,J♥,9♣,4♦,9♠,2♥,5♣,5♣
5♦,0,Q♠,J♣,9♦,7♠,2♣,K♣,J♦,Q♠,4♥,4♦,5♦,5♦
5♦,1,8♥,K♥,8♠,J♣,10♠,5♥,K♣,J♣,7♥,2♦,3♣,9♦
5♦,2,4♣,7♠,J♣,9♥,10♣,K♦,7♣,9♦,5♠,3♣,K♦,Q♦
5♦,3,9♠,K♥,9♥,5♣,J♥,J♦,K♣,7♠,A♣,2♠,7♠,3♦
5♦,4,9♦,Q♣,10♠,8♣,10♥,9♣,5♣,2♣,J♠,A♥,8♥,6♥
5♦,5,10♦,Q♥,8♣,5♠,6♦,4♣,10♣,K♣,3♥,8♦,7♥,4♣
5♦,6,7♠,K♣,2♠,7♦,3♦,J♥,5♠,J♦,2♦,2♥,A♠,5♣
5♦,7,K♥,5♣,7♦,9♣,2♣,10♠,6♥,8♥,A♠,6♠,2♣,5♥
5♦,8,Q♣,K♣,8♦,3♥,4♦,J♦,9♣,K♥,K♠,4♠,K♥,4♦
5♦,9,J♥,5♣,3♥,A♣,A♥,2♠,7♥,8♠,8♥,J♠,9♠,5♠
5♦,10,9♣,7♣,4♥,4♠,K♥,7♠,2♠,J♣,3♦,9♥,6♠,10♥
5♦,11,6♠,6♣,3♥,7♣,9♦,5♥,7♠,10♠,8♦,2♦,2♠,J♣
5♦,12,5♣,8♥,7♣,A♦,4♠,8♦,6♥,5♥,4♦,J♣,K♣,J♦
5♦,13,7♦,5♠,8♠,J♣,K♦,K♣,A♦,K♣,10♦,10♣,8♠,3♠
5♦,14,4♣,8♥,J♣,4♥,6♦,9♣,K♣,4♣,2♣,2♦,6♣,6♦
5♦,15,J♠,A♣,7♣,A♥,2♠,6♠,9♣,7♠,5♣,8♣,2♦,9♣
5♦,16,6♥,5♥,K♠,J♣,A♣,10♥,9♦,J♣,6♠,8♠,A♦,Q♥
5♦,17,2♠,6♣,7♣,8♦,9♥,K♥,J♥,9♥,K♦,4♠,A♥,10♠
5♦,18,6♠,Q♥,8♦,3♠,10♠,K♦,Q♦,10♣,4♣,K♠,3♥,4♥
5♦,19,9♠,5♣,3♠,5♠,10♥,A♥,K♣,K♦,10♦,A♠,Q♣,4♠
5♦,20,3♦,K♠,5♥,A♣,5♣,7♠,6♣,7♣,A♥,4♠,10♦,10♣
5♦,21,8♣,2♣,K♦,2♠,6♥,J♣,5♥,9♠,4♦,Q♣,Q♠,J♠
5♦,22,8♦,Q♦,2♠,Q♠,10♣,Q♥,J♣,K♥,6♠,8♥,8♦,7♣
5♦,23,K♠,6♥,2♥,3♦,A♠,A♥,10♦,9♥,Q♥,10♠,7♣,8♦
5♦,24,8♠,7♣,4♥,6♦,5♠,K♣,A♠,5♣,A♦,10♥,J♠,Q♠
5♦,25,5♥,3♦,6♥,7♣,3♥,4♠,K♣,J♥,7♦,7♠,10♣,10♦
5♦,26,9♠,10♦,7♣,3♠,6♦,7♦,A♥,J♦,J♥,2♠,4♠,Q♣
5♦,27,2♥,3♣,6♠,Q♠,J♠,J♦,3♠,K♣,9♥,3♥,4♥,3♥
5♦,28,9♦,4♠,Q♠,Q♥,2♦,9♥,A♠,9♦,10♠,8♥,10♠,A♥
5♦,29,4♥,8♦,9♣,A♦,7♦,2♣,Q♥,Q♣,7♥,3♥,Q♥,A♦
5♦,30,9♠,8♣,A♦,2♠,10♦,7♥,Q♦,10♠,K♦,3♣,9♣,2♦
5♦,31,6♥,2♦,2♠,K♥,K♠,8♥,2♥,8♣,7♥,6♣,6♦,6♣
5♦,32,8♥,7♠,9♣,10♣,J♦,Q♣,9♥,10♥,6♠,3♠,3♠,8♠
5♦,33,Q♠,2♦,10♣,9♦,4♦,K♦,Q♦,9♣,A♥,8♠,J♦,K♣
5♦,34,5♥,7♠,9♦,3♥,6♣,2♠,K♠,5♣,2♣,A♣,J♣,2♠
5♦,35,Q♣,2♦,K♣,K♠,K♥,2♥,9♠,10♦,3♥,Q♥,10♥,6♣
5♦,36,2♥,9♦,5♥,3♠,6♦,A♠,2♦,Q♥,8♣,8♦,5♠,9♠
5♦,37,5♣,J♦,3♠,2♣,A♦,8♣,7♣,8♣,3♥,4♥,4♦,K♥
5♦,38,7♥,4♠,10♦,9♣,8♥,3♦,2♣,5♠,7♠,8♦,5♥,2♣
5♦,39,9♦,9♥,9♣,J♥,J♠,7♠,A♣,6♦,K♦,6♥,5♣,A♠
5♦,40,7♦,6♦,J♥,10♣,8♥,2♥,7♠,4♣,3♦,5♠,4♣,7♥
5♦,41,6♠,A♠,10♣,Q♠,3♥,K♠,6♣,10♣,2♥,2♦,6♥,8♥
5♦,42,8♥,9♠,9♣,J♠,J♣,K♥,3♣,7♠,2♠,2♣,3♦,7♠
5♦,43,5♣,5♥,8♠,8♦,8♣,Q♥,J♠,K♣,J♦,3♥,Q♦,K♦
5♦,44,6♦,9♥,8♦,9♦,10♦,J♦,Q♦,2♠,K♦,A♠,9♦,3♣
5♦,45,Q♠,J♣,9♦,7♠,2♣,K♣,J♦,7♦,4♥,4♦,5♦,5♦
5♦,46,8♥,K♥,8♠,J♣,10♠,5♥,K♣,3♦,7♥,2♦,3♣,9♦
5♦,47,4♣,7♠,J♣,7♦,10♣,K♦,7♣,J♥,5♠,3♣,K♦,Q♦
5♦,48,9♠,K♥,7♦,5♣,J♥,J♦,K♣,5♠,2♥,2♠,7♠,3♦
5♦,49,9♦,Q♣,10♠,8♣,10♥,9♣,5♣,K♥,J♠,A♥,8♥,6♥
5♦,50,10♦,Q♥,8♣,5♠,6♦,4♣,10♣,5♣,3♥,8♦,7♥,4♣
5♦,51,7♠,K♣,2♠,9♥,3♦,J♥,5♠,7♦,2♦,A♣,A♠,5♣
5♦,52,K♥,5♣,9♥,9♣,2♣,10♠,6♥,9♣,A♠,6♠,2♣,5♥
5♦,53,Q♣,K♣,8♦,3♥,4♦,J♦,9♣,2♣,K♠,4♠,K♥,4♦
5♦,54,J♥,5♣,3♥,2♥,A♥,2♠,7♥,10♠,8♥,J♠,9♠,5♠
5♦,55,9♣,7♣,4♥,4♠,K♥,7♠,2♠,6♥,3♦,7♦,6♠,10♥
5♦,56,6♠,6♣,3♥,7♣,9♦,5♥,7♠,Q♣,8♦,2♦,2♠,J♣
5♦,57,5♣,8♥,7♣,A♦,4♠,8♦,6♥,K♣,4♦,J♣,K♣,J♦
5♦,58,9♥,5♠,8♠,J♣,K♦,K♣,A♦,8♦,10♦,10♣,8♠,3♠
5♦,59,4♣,8♥,J♣,4♥,6♦,9♣,K♣,3♥,2♣,2♦,6♣,6♦
5♦,60,J♠,2♥,7♣,A♥,2♠,6♠,9♣,4♦,5♣,8♣,2♦,9♣
5♦,61,6♥,5♥,K♠,J♣,2♥,10♥,9♦,J♦,6♠,8♠,A♦,Q♥
5♦,62,2♠,6♣,7♣,8♦,7♦,K♥,J♥,9♣,K♦,4♠,A♥,10♠
5♦,63,6♠,Q♥,8♦,3♠,10♠,K♦,Q♦,J♥,4♣,K♠,3♥,4♥
5♦,64,9♠,5♣,3♠,5♠,10♥,A♥,K♣,5♣,10♦,A♠,Q♣,4♠
5♦,65,3♦,K♠,5♥,2♥,5♣,7♠,6♦,3♥,A♥,4♠,10♦,10♣
5♦,66,8♣,2♣,K♦,2♠,6♥,J♣,5♥,A♣,4♦,Q♣,Q♠,J♠
5♦,67,8♦,Q♦,2♠,Q♠,10♣,Q♥,J♣,A♥,6♠,8♥,8♦,7♣
5♦,68,K♠,6♥,A♣,3♦,A♠,A♥,10♦,2♠,Q♥,10♠,7♣,8♦
5♦,69,8♠,7♣,4♥,6♦,5♠,K♣,A♠,7♥,A♦,10♥,J♠,Q♠
5♦,70,5♥,3♦,6♥,7♣,3♥,4♠,K♣,9♣,9♥,7♠,10♣,10♦
5♦,71,9♠,10♦,7♣,3♠,6♦,9♥,A♥,7♣,J♥,2♠,4♠,Q♣
5♦,72,A♣,3♣,6♠,Q♠,J♠,J♦,3♠,4♥,7♦,3♥,4♥,3♥
5♦,73,9♦,4♠,Q♠,Q♥,2♦,7♦,A♠,4♠,10♠,8♥,10♠,A♥
5♦,74,4♥,8♦,9♣,A♦,9♥,2♣,Q♥,K♥,7♥,3♥,Q♥,A
5♦,75,9♠,8♣,A♦,2♠,10♦,7♥,Q♦,7♠,K♦,3♣,9♣,2♦
5♦,76,6♥,2♦,2♠,K♥,K♠,8♥,A♣,2♠,7♥,6♣,6♦,6♣
5♦,77,8♥,7♠,9♣,10♣,J♦,Q♣,7♦,6♠,6♠,3♠,3♠,8♠
5♦,78,Q♠,2♦,10♣,9♦,4♦,K♦,Q♦,6♣,A♥,8♠,J♦,K♣
5♦,79,5♥,7♠,9♦,3♥,6♣,2♠,K♠,3♥,2♣,2♥,J♣,2♠
5♦,80,Q♣,2♦,K♣,K♠,K♥,A♣,9♠,7♣,3♥,Q♥,10♥,6♠
5♦,81,A♣,9♦,5♥,3♠,6♦,A♠,2♦,9♦,8♣,8♦,5♠,9♠
5♦,82,5♣,J♦,3♠,2♣,A♦,8♣,7♣,5♥,3♥,4♥,4♦,K♥
5♦,83,7♥,4♠,10♦,9♣,8♥,3♦,2♣,7♠,7♠,8♦,5♥,2♣
5♦,84,9♦,7♦,9♣,J♥,J♠,7♠,2♥,5♣,K♦,6♥,5♣,A♠
5♦,85,9♥,6♦,J♥,10♣,8♥,A♣,7♠,8♥,3♦,5♠,4♣,7♥
5♦,86,6♠,A♠,10♣,Q♠,3♥,K♠,6♣,7♣,A♣,2♦,6♥,8♥
5♦,87,8♥,9♠,9♣,J♠,J♣,K♥,3♣,A♦,2♠,2♣,3♦,7♠
5♦,88,5♣,5♥,8♠,8♦,8♣,Q♥,J♠,4♠,J♦,3♥,Q♦,K♦
5♦,89,6♦,7♦,8♦,9♦,10♦,J♦,Q♦,8♦,K♦,A♠,9♦,3♣
5♦,90,Q♠,J♣,9♦,7♠,2♣,K♣,J♦,6♥,4♥,4♦,5♦,5♦
5♠,0,J♥,9♣,9♠,2♥,K♥,K♦,6♥,J♥,4♣,2♦,5♠,5♠
5♠,1,Q♠,6♣,3♥,A♥,9♦,5♣,K♦,9♣,J♦,7♦,4♦,10♥
5♠,2,3♣,7♥,9♠,6♣,10♥,Q♥,5♣,9♠,8♠,A♠,5♥,J♣
5♠,3,9♣,4♣,6♣,2♣,A♥,8♠,3♠,2♥,10♠,10♣,5♣,J♦
5♠,4,9♥,4♥,8♥,10♣,5♥,7♠,2♣,K♥,2♠,A♦,4♣,3♠
5♠,5,6♦,4♣,10♣,3♥,8♦,Q♠,7♠,K♦,Q♦,A♠,6♥,6♦
5♠,6,2♦,2♥,6♣,K♥,K♦,3♣,Q♠,6♥,9♣,8♣,3♦,9♣
5♠,7,3♠,Q♥,K♠,10♣,2♥,4♠,10♥,Q♠,3♣,8♥,Q♦,Q♥
5♠,8,K♦,7♥,6♣,8♠,7♦,9♦,J♥,6♣,5♥,A♥,9♦,10♠
5♠,9,3♣,10♦,8♠,7♣,Q♣,5♥,J♣,3♥,6♦,K♠,5♦,4♥
5♠,10,5♦,9♣,7♣,4♥,4♠,K♥,7♠,A♥,2♠,3♦,3♣,4♠
5♠,11,J♦,K♠,Q♥,2♥,9♣,5♣,7♥,9♦,K♥,A♥,K♦,10♣
5♠,12,8♣,Q♦,5♥,K♦,3♠,10♣,Q♥,5♣,10♠,6♠,7♠,J♠
5♠,13,8♠,J♣,K♦,K♣,A♦,10♦,10♣,K♦,3♣,4♣,8♥,7♣
5♠,14,K♠,3♠,A♣,J♦,3♦,K♥,2♠,3♣,10♦,Q♣,7♥,8♦
5♠,15,8♥,6♣,3♥,8♦,4♥,7♠,3♦,7♥,2♣,4♠,A♠,Q♠
5♠,16,Q♥,J♦,3♠,6♣,9♠,A♥,7♠,9♠,9♥,5♣,2♣,10♦
5♠,17,5♦,2♠,6♣,7♣,8♦,9♥,K♥,6♣,J♥,K♦,K♥,Q♣
5♠,18,A♣,4♦,3♣,K♣,2♦,J♠,7♣,10♥,7♦,9♠,9♠,3♥
5♠,19,10♥,A♥,K♣,10♦,A♠,7♦,3♦,Q♥,Q♣,4♣,6♠,A♥
5♠,20,3♥,8♠,Q♠,2♣,9♥,Q♦,10♦,5♣,6♥,9♠,2♠,A♦
5♠,21,5♦,8♣,2♣,K♦,2♠,6♥,J♣,9♣,5♥,4♦,K♣,2♦
5♠,22,3♠,A♠,K♦,9♦,K♠,4♣,A♣,4♣,6♥,7♥,8♠,6♣
5♠,23,4♣,5♣,Q♠,A♦,J♠,6♠,7♦,6♣,3♣,7♣,6♣,8♠
5♠,24,K♣,A♠,A♦,10♥,10♠,5♥,J♣,2♣,K♥,8♥,2♦,K♣
5♠,25,Q♥,5♣,10♥,9♠,7♥,K♦,K♠,A♥,Q♦,2♥,A♦,2♠
5♠,26,6♠,A♠,7♠,K♠,9♦,A♣,5♦,8♠,9♠,10♦,A♥,6♠
5♠,27,A♣,10♥,Q♥,7♣,8♦,3♦,A♠,3♠,8♣,8♠,3♥,9♠
5♠,28,9♣,J♠,7♣,Q♦,2♣,8♣,6♣,9♥,9♠,3♥,Q♣,K♥
5♠,29,6♥,A♥,2♠,Q♠,4♣,J♦,Q♦,4♥,5♣,8♠,10♦,2♣
5♠,30,10♥,7♦,Q♠,J♥,2♦,5♣,2♥,8♥,5♥,3♠,Q♠,A♠
5♠,31,9♥,8♦,J♥,A♦,4♣,A♣,5♣,10♣,J♦,4♥,8♦,7♥
5♠,32,3♣,3♦,A♦,K♣,9♠,K♠,7♥,5♥,A♣,A♠,7♣,8♥
5♠,33,4♣,5♦,Q♠,2♦,10♣,9♦,4♦,7♠,K♦,Q♦,J♠,7♠
5♠,34,9♣,Q♥,8♥,8♠,8♣,10♦,2♦,2♣,J♠,9♠,10♣,K♦
5♠,35,8♦,7♦,8♠,10♥,2♠,J♠,J♣,6♦,5♥,3♦,4♠,3♣
5♠,36,K♣,10♣,10♥,5♣,Q♦,7♠,J♠,4♣,3♥,10♠,4♥,5♦
5♠,37,4♣,9♦,8♥,10♣,Q♣,Q♥,7♠,10♣,6♥,A♠,10♠,9♦
5♠,38,6♦,5♣,10♣,9♥,A♦,5♥,6♣,3♥,4♥,4♦,Q♥,Q♦
5♠,39,5♦,9♦,9♥,9♣,J♥,J♠,7♠,8♦,A♣,K♦,9♣,3♦
5♠,40,10♥,6♠,Q♣,8♣,4♠,Q♠,9♣,Q♠,2♦,K♥,6♦,6♥
5♠,41,2♠,10♦,8♣,4♥,8♦,6♦,A♦,7♠,9♠,8♠,3♠,4♣
5♠,42,5♣,7♠,K♦,7♦,J♦,J♥,4♥,2♦,A♠,2♥,J♦,5♣
5♠,43,9♦,9♣,7♦,Q♠,Q♦,Q♣,3♠,2♥,3♦,3♣,J♣,5♥
5♠,44,6♠,7♠,8♠,9♠,10♠,J♠,Q♠,6♣,K♠,A♥,10♥,4♦
5♠,45,J♥,9♣,9♠,A♣,K♥,K♦,6♥,K♥,4♣,2♦,5♠,5♠
5♠,46,Q♠,6♣,3♥,A♥,9♦,5♣,K♦,K♦,J♦,9♥,4♦,10♥
5♠,47,3♣,7♥,9♠,6♠,10♥,Q♥,5♣,3♣,8♠,A♠,5♥,J♣
5♠,48,9♣,4♣,6♣,2♣,A♥,8♠,3♠,Q♠,10♠,10♣,5♣,J♦
5♠,49,7♦,4♥,8♥,10♣,5♥,7♠,2♣,3♠,2♠,A♦,4♣,3♠
5♠,50,6♦,4♣,10♣,3♥,8♦,Q♠,7♠,Q♥,Q♦,A♠,6♥,6♦
5♠,51,2♦,A♣,6♣,K♥,K♦,3♣,Q♠,K♠,9♣,8♣,3♦,9♣
5♠,52,3♠,Q♥,K♠,10♣,A♣,4♠,10♥,10♣,3♣,8♥,Q♦,Q♥
5♠,53,K♦,7♥,6♣,8♠,9♥,9♦,J♥,2♥,5♥,A♥,9♦,10♠
5♠,54,3♣,10♦,8♠,7♣,Q♣,5♥,J♣,4♠,6♦,K♠,5♦,4♥
5♠,55,5♦,9♣,7♣,4♥,4♠,K♥,7♠,10♥,2♠,3♦,3♣,4♠
5♠,56,J♦,K♠,Q♥,A♣,9♣,5♣,7♥,K♦,K♥,A♥,K♦,10♣
5♠,57,8♣,Q♦,5♥,K♦,3♠,10♣,Q♥,7♥,10♠,6♠,7♠,J♠
5♠,58,8♠,J♣,K♦,K♣,A♦,10♦,10♣,6♣,3♣,4♣,8♥,7♣
5♠,59,K♠,3♠,2♥,J♦,3♦,K♥,2♠,8♠,10♦,Q♣,7♥,8♦
5♠,60,8♥,6♣,3♥,8♦,4♥,7♠,3♦,7♦,2♣,4♠,A♠,Q♠
5♠,61,Q♥,J♦,3♠,6♣,9♠,A♥,7♠,9♦,7♦,5♣,2♣,10♦
5♠,62,5♦,2♠,6♣,7♣,8♦,7♦,K♥,J♥,J♥,K♦,K♥,Q♣
5♠,63,2♥,4♦,3♣,K♣,2♦,J♠,7♣,3♣,9♥,9♠,9♠,3♥
5♠,64,10♥,A♥,K♣,10♦,A♠,9♥,3♦,10♦,Q♣,4♣,6♠,A♥
5♠,65,3♥,8♠,Q♠,2♣,7♦,Q♦,10♦,8♠,6♥,9♠,2♠,A♦
5♠,66,5♦,8♣,2♣,K♦,2♠,6♥,J♣,7♣,5♥,4♦,K♣,2♦
5♠,67,3♠,A♠,K♦,9♦,K♠,4♣,2♥,Q♣,6♥,7♥,8♠,6♣
5♠,68,4♣,5♣,Q♠,A♦,J♠,6♠,9♥,5♥,3♣,7♣,6♣,8♠
5♠,69,K♣,A♠,A♦,10♥,10♠,5♥,J♣,J♣,K♥,8♥,2♦,K♣
5♠,70,Q♥,5♣,10♥,9♠,7♥,K♦,K♠,5♦,Q♦,A♣,A♦,2♠
5♠,71,6♠,A♠,7♠,K♠,9♦,2♥,5♦,9♣,9♠,10♦,A♥,6♠
5♠,72,2♥,10♥,Q♥,7♣,8♦,3♦,A♠,7♣,8♣,8♠,3♥,9♠
5♠,73,9♣,J♠,7♣,Q♦,2♣,8♣,6♣,4♥,9♠,3♥,Q♣,K♥
5♠,74,6♥,A♥,2♠,Q♠,4♣,J♦,Q♦,4♠,5♣,8♠,10♦,2♣
5♠,75,10♥,9♥,Q♠,J♥,2♦,5♣,A♣,K♥,5♥,3♠,Q♠,A♠
